K1 ;K2;K3;K4;K5
Lisences;PL1130;Agreements;Commercial;.
Lisences;PL1130;Agreements;Ownership;.
Lisences;PL1130;Authorities;.;.
Lisences;PL1130;Authorities;MPE;.
Lisences;PL1130;Authorities;NPD;.
Lisences;PL1130;Authorities;PSA;.
Lisences;PL1130;Authorities;Other authorities;.
Lisences;PL1130;Financial;.;.
Lisences;PL1130;Financial;AFE;.
Lisences;PL1130;Financial;WPB;.
Lisences;PL1130;Financial;Cash calls;.
Lisences;PL1130;Financial;Estimates;.
Lisences;PL1130;Financial;Insurance;.
Lisences;PL1130;Financial;Lease accounting;.
Lisences;PL1130;Financial;Joint interest billing;.
Lisences;PL1130;Financial;RNB;.
Lisences;PL1130;Financial;Annual status report;.
Lisences;PL1130;General information;.;.
Lisences;PL1130;General information;Miscellaneous;.
Lisences;PL1130;General information;Miscellaneous;Deleted documents
Lisences;PL1130;General information;Miscellaneous;To be deleted
Lisences;PL1130;General information;3rd party information;.
Lisences;PL1130;General information;4th party information;.
Lisences;PL1130;General information;4th party information;Publications
Lisences;PL1130;General information;5th party information;.
Lisences;PL1130;General information;5th party information;Press releases
Lisences;PL1130;HSEQ;.;.
Lisences;PL1130;HSEQ;Audits;.
Lisences;PL1130;HSEQ;Incidents;.
Lisences;PL1130;HSEQ;Plans and policies;.
Lisences;PL1130;HSEQ;Statistics;.
Lisences;PL1130;HSEQ;Studies;.
Lisences;PL1130;Limited;.;.
Lisences;PL1130;Limited;Operator - Partner only;.
Lisences;PL1130;Limited;Operator only;.
Lisences;PL1130;Meetings;.;.
Lisences;PL1130;Procurement;.;.
Lisences;PL1130;Procurement;Administration;.
Lisences;PL1130;Procurement;Confidential;.
Lisences;PL1130;Projects;.;.
Lisences;PL1130;Projects;Development projects;.
Lisences;PL1130;Projects;Other;.
Lisences;PL1130;Strategies and plans;.;.
Lisences;PL1130;Strategies and plans;Long term;.
Lisences;PL1130;Strategies and plans;Short term;.
Lisences;PL1130;Reporting;.;.
Lisences;PL1130;Reporting;Monthly reports;.
Lisences;PL1130;Reporting;HSE;.
Lisences;PL1130;Reporting;Projects;.
Lisences;PL1130;Reporting;Production;.
Lisences;PL1130;Reporting;Subsurface;.
Lisences;PL1130;Subsurface;.;.
Lisences;PL1130;Subsurface;Geology and geophysics;.
Lisences;PL1130;Subsurface;Reservoir;.
Lisences;PL1130;Subsurface;Seismic;.
Lisences;PL1130;Subsurface;Wells;.
Lisences;PL1130;Subsurface;Common database;.
Lisences;PL1133;.;.;.
Lisences;PL1133;Agreements;.;.
Lisences;PL1133;Agreements;Commercial;.
Lisences;PL1133;Agreements;Ownership;.
Lisences;PL1133;Authorities;.;.
Lisences;PL1133;Authorities;MPE;.
Lisences;PL1133;Authorities;NPD;.
Lisences;PL1133;Authorities;PSA;.
Lisences;PL1133;Authorities;Other authorities;.
Lisences;PL1133;Financial;.;.
Lisences;PL1133;Financial;AFE;.
Lisences;PL1133;Financial;WPB;.
Lisences;PL1133;Financial;Cash calls;.
Lisences;PL1133;Financial;Estimates;.
Lisences;PL1133;Financial;Insurance;.
Lisences;PL1133;Financial;Lease accounting;.
Lisences;PL1133;Financial;Joint interest billing;.
Lisences;PL1133;Financial;RNB;.
Lisences;PL1133;Financial;Annual status report;.
Lisences;PL1133;General information;.;.
Lisences;PL1133;General information;Miscellaneous;.
Lisences;PL1133;General information;Miscellaneous;Deleted documents
Lisences;PL1133;General information;Miscellaneous;To be deleted
Lisences;PL1133;General information;3rd party information;.
Lisences;PL1133;General information;4th party information;.
Lisences;PL1133;General information;4th party information;Publications
Lisences;PL1133;General information;5th party information;.
Lisences;PL1133;General information;5th party information;Press releases
Lisences;PL1133;HSEQ;.;.
Lisences;PL1133;HSEQ;Audits;.
Lisences;PL1133;HSEQ;Incidents;.
Lisences;PL1133;HSEQ;Plans and policies;.
Lisences;PL1133;HSEQ;Statistics;.
Lisences;PL1133;HSEQ;Studies;.
Lisences;PL1133;Limited;.;.
Lisences;PL1133;Limited;Operator - Partner only;.
Lisences;PL1133;Limited;Operator only;.
Lisences;PL1133;Meetings;.;.
Lisences;PL1133;Procurement;.;.
Lisences;PL1133;Procurement;Administration;.
Lisences;PL1133;Procurement;Confidential;.
Lisences;PL1133;Projects;.;.
Lisences;PL1133;Projects;Development projects;.
Lisences;PL1133;Projects;Other;.
Lisences;PL1133;Strategies and plans;.;.
Lisences;PL1133;Strategies and plans;Long term;.
Lisences;PL1133;Strategies and plans;Short term;.
Lisences;PL1133;Reporting;.;.
Lisences;PL1133;Reporting;Monthly reports;.
Lisences;PL1133;Reporting;HSE;.
Lisences;PL1133;Reporting;Projects;.
Lisences;PL1133;Reporting;Production;.
Lisences;PL1133;Reporting;Subsurface;.
Lisences;PL1133;Subsurface;.;.
Lisences;PL1133;Subsurface;Geology and geophysics;.
Lisences;PL1133;Subsurface;Reservoir;.
Lisences;PL1133;Subsurface;Seismic;.
Lisences;PL1133;Subsurface;Wells;.
Lisences;PL1133;Subsurface;Common database;.
Lisences;PL1153;.;.;.
Lisences;PL1153;Agreements;.;.
Lisences;PL1153;Agreements;Commercial;.
Lisences;PL1153;Agreements;Ownership;.
Lisences;PL1153;Authorities;.;.
Lisences;PL1153;Authorities;MPE;.
Lisences;PL1153;Authorities;NPD;.
Lisences;PL1153;Authorities;PSA;.
Lisences;PL1153;Authorities;Other authorities;.
Lisences;PL1153;Financial;.;.
Lisences;PL1153;Financial;AFE;.
Lisences;PL1153;Financial;WPB;.
Lisences;PL1153;Financial;Cash calls;.
Lisences;PL1153;Financial;Estimates;.
Lisences;PL1153;Financial;Insurance;.
Lisences;PL1153;Financial;Lease accounting;.
Lisences;PL1153;Financial;Joint interest billing;.
Lisences;PL1153;Financial;RNB;.
Lisences;PL1153;Financial;Annual status report;.
Lisences;PL1153;General information;.;.
Lisences;PL1153;General information;Miscellaneous;.
Lisences;PL1153;General information;Miscellaneous;Deleted documents
Lisences;PL1153;General information;Miscellaneous;To be deleted
Lisences;PL1153;General information;3rd party information;.
Lisences;PL1153;General information;4th party information;.
Lisences;PL1153;General information;4th party information;Publications
Lisences;PL1153;General information;5th party information;.
Lisences;PL1153;General information;5th party information;Press releases
Lisences;PL1153;HSEQ;.;.
Lisences;PL1153;HSEQ;Audits;.
Lisences;PL1153;HSEQ;Incidents;.
Lisences;PL1153;HSEQ;Plans and policies;.
Lisences;PL1153;HSEQ;Statistics;.
Lisences;PL1153;HSEQ;Studies;.
Lisences;PL1153;Limited;.;.
Lisences;PL1153;Limited;Operator - Partner only;.
Lisences;PL1153;Limited;Operator only;.
Lisences;PL1153;Meetings;.;.
Lisences;PL1153;Procurement;.;.
Lisences;PL1153;Procurement;Administration;.
Lisences;PL1153;Procurement;Confidential;.
Lisences;PL1153;Projects;.;.
Lisences;PL1153;Projects;Development projects;.
Lisences;PL1153;Projects;Other;.
Lisences;PL1153;Strategies and plans;.;.
Lisences;PL1153;Strategies and plans;Long term;.
Lisences;PL1153;Strategies and plans;Short term;.
Lisences;PL1153;Reporting;.;.
Lisences;PL1153;Reporting;Monthly reports;.
Lisences;PL1153;Reporting;HSE;.
Lisences;PL1153;Reporting;Projects;.
Lisences;PL1153;Reporting;Production;.
Lisences;PL1153;Reporting;Subsurface;.
Lisences;PL1153;Subsurface;.;.
Lisences;PL1153;Subsurface;Geology and geophysics;.
Lisences;PL1153;Subsurface;Reservoir;.
Lisences;PL1153;Subsurface;Seismic;.
Lisences;PL1153;Subsurface;Wells;.
Lisences;PL1153;Subsurface;Common database;.
Lisences;PL1170;.;.;.
Lisences;PL1170;Agreements;.;.
Lisences;PL1170;Agreements;Commercial;.
Lisences;PL1170;Agreements;Ownership;.
Lisences;PL1170;Authorities;.;.
Lisences;PL1170;Authorities;MPE;.
Lisences;PL1170;Authorities;NPD;.
Lisences;PL1170;Authorities;PSA;.
Lisences;PL1170;Authorities;Other authorities;.
Lisences;PL1170;Financial;.;.
Lisences;PL1170;Financial;AFE;.
Lisences;PL1170;Financial;WPB;.
Lisences;PL1170;Financial;Cash calls;.
Lisences;PL1170;Financial;Estimates;.
Lisences;PL1170;Financial;Insurance;.
Lisences;PL1170;Financial;Lease accounting;.
Lisences;PL1170;Financial;Joint interest billing;.
Lisences;PL1170;Financial;RNB;.
Lisences;PL1170;Financial;Annual status report;.
Lisences;PL1170;General information;.;.
Lisences;PL1170;General information;Miscellaneous;.
Lisences;PL1170;General information;Miscellaneous;Deleted documents
Lisences;PL1170;General information;Miscellaneous;To be deleted
Lisences;PL1170;General information;3rd party information;.
Lisences;PL1170;General information;4th party information;.
Lisences;PL1170;General information;4th party information;Publications
Lisences;PL1170;General information;5th party information;.
Lisences;PL1170;General information;5th party information;Press releases
Lisences;PL1170;HSEQ;.;.
Lisences;PL1170;HSEQ;Audits;.
Lisences;PL1170;HSEQ;Incidents;.
Lisences;PL1170;HSEQ;Plans and policies;.
Lisences;PL1170;HSEQ;Statistics;.
Lisences;PL1170;HSEQ;Studies;.
Lisences;PL1170;Limited;.;.
Lisences;PL1170;Limited;Operator - Partner only;.
Lisences;PL1170;Limited;Operator only;.
Lisences;PL1170;Meetings;.;.
Lisences;PL1170;Procurement;.;.
Lisences;PL1170;Procurement;Administration;.
Lisences;PL1170;Procurement;Confidential;.
Lisences;PL1170;Projects;.;.
Lisences;PL1170;Projects;Development projects;.
Lisences;PL1170;Projects;Other;.
Lisences;PL1170;Strategies and plans;.;.
Lisences;PL1170;Strategies and plans;Long term;.
Lisences;PL1170;Strategies and plans;Short term;.
Lisences;PL1170;Reporting;.;.
Lisences;PL1170;Reporting;Monthly reports;.
Lisences;PL1170;Reporting;HSE;.
Lisences;PL1170;Reporting;Projects;.
Lisences;PL1170;Reporting;Production;.
Lisences;PL1170;Reporting;Subsurface;.
Lisences;PL1170;Subsurface;.;.
Lisences;PL1170;Subsurface;Geology and geophysics;.
Lisences;PL1170;Subsurface;Reservoir;.
Lisences;PL1170;Subsurface;Seismic;.
Lisences;PL1170;Subsurface;Wells;.
Lisences;PL1170;Subsurface;Common database;.
Lisences;PL1194;.;.;.
Lisences;PL1194;Agreements;.;.
Lisences;PL1194;Agreements;Commercial;.
Lisences;PL1194;Agreements;Ownership;.
Lisences;PL1194;Authorities;.;.
Lisences;PL1194;Authorities;MPE;.
Lisences;PL1194;Authorities;NPD;.
Lisences;PL1194;Authorities;PSA;.
Lisences;PL1194;Authorities;Other authorities;.
Lisences;PL1194;Financial;.;.
Lisences;PL1194;Financial;AFE;.
Lisences;PL1194;Financial;WPB;.
Lisences;PL1194;Financial;Cash calls;.
Lisences;PL1194;Financial;Estimates;.
Lisences;PL1194;Financial;Insurance;.
Lisences;PL1194;Financial;Lease accounting;.
Lisences;PL1194;Financial;Joint interest billing;.
Lisences;PL1194;Financial;RNB;.
Lisences;PL1194;Financial;Annual status report;.
Lisences;PL1194;General information;.;.
Lisences;PL1194;General information;Miscellaneous;.
Lisences;PL1194;General information;Miscellaneous;Deleted documents
Lisences;PL1194;General information;Miscellaneous;To be deleted
Lisences;PL1194;General information;3rd party information;.
Lisences;PL1194;General information;4th party information;.
Lisences;PL1194;General information;4th party information;Publications
Lisences;PL1194;General information;5th party information;.
Lisences;PL1194;General information;5th party information;Press releases
Lisences;PL1194;HSEQ;.;.
Lisences;PL1194;HSEQ;Audits;.
Lisences;PL1194;HSEQ;Incidents;.
Lisences;PL1194;HSEQ;Plans and policies;.
Lisences;PL1194;HSEQ;Statistics;.
Lisences;PL1194;HSEQ;Studies;.
Lisences;PL1194;Limited;.;.
Lisences;PL1194;Limited;Operator - Partner only;.
Lisences;PL1194;Limited;Operator only;.
Lisences;PL1194;Meetings;.;.
Lisences;PL1194;Procurement;.;.
Lisences;PL1194;Procurement;Administration;.
Lisences;PL1194;Procurement;Confidential;.
Lisences;PL1194;Projects;.;.
Lisences;PL1194;Projects;Development projects;.
Lisences;PL1194;Projects;Other;.
Lisences;PL1194;Strategies and plans;.;.
Lisences;PL1194;Strategies and plans;Long term;.
Lisences;PL1194;Strategies and plans;Short term;.
Lisences;PL1194;Reporting;.;.
Lisences;PL1194;Reporting;Monthly reports;.
Lisences;PL1194;Reporting;HSE;.
Lisences;PL1194;Reporting;Projects;.
Lisences;PL1194;Reporting;Production;.
Lisences;PL1194;Reporting;Subsurface;.
Lisences;PL1194;Subsurface;.;.
Lisences;PL1194;Subsurface;Geology and geophysics;.
Lisences;PL1194;Subsurface;Reservoir;.
Lisences;PL1194;Subsurface;Seismic;.
Lisences;PL1194;Subsurface;Wells;.
Lisences;PL1194;Subsurface;Common database;.
Lisences;PL293B;.;.;.
Lisences;PL293B;Agreements;.;.
Lisences;PL293B;Agreements;Commercial;.
Lisences;PL293B;Agreements;Ownership;.
Lisences;PL293B;Authorities;.;.
Lisences;PL293B;Authorities;MPE;.
Lisences;PL293B;Authorities;NPD;.
Lisences;PL293B;Authorities;PSA;.
Lisences;PL293B;Authorities;Other authorities;.
Lisences;PL293B;Financial;.;.
Lisences;PL293B;Financial;AFE;.
Lisences;PL293B;Financial;WPB;.
Lisences;PL293B;Financial;Cash calls;.
Lisences;PL293B;Financial;Estimates;.
Lisences;PL293B;Financial;Insurance;.
Lisences;PL293B;Financial;Lease accounting;.
Lisences;PL293B;Financial;Joint interest billing;.
Lisences;PL293B;Financial;RNB;.
Lisences;PL293B;Financial;Annual status report;.
Lisences;PL293B;General information;.;.
Lisences;PL293B;General information;Miscellaneous;.
Lisences;PL293B;General information;Miscellaneous;Deleted documents
Lisences;PL293B;General information;Miscellaneous;To be deleted
Lisences;PL293B;General information;3rd party information;.
Lisences;PL293B;General information;4th party information;.
Lisences;PL293B;General information;4th party information;Publications
Lisences;PL293B;General information;5th party information;.
Lisences;PL293B;General information;5th party information;Press releases
Lisences;PL293B;HSEQ;.;.
Lisences;PL293B;HSEQ;Audits;.
Lisences;PL293B;HSEQ;Incidents;.
Lisences;PL293B;HSEQ;Plans and policies;.
Lisences;PL293B;HSEQ;Statistics;.
Lisences;PL293B;HSEQ;Studies;.
Lisences;PL293B;Limited;.;.
Lisences;PL293B;Limited;Operator - Partner only;.
Lisences;PL293B;Limited;Operator only;.
Lisences;PL293B;Meetings;.;.
Lisences;PL293B;Procurement;.;.
Lisences;PL293B;Procurement;Administration;.
Lisences;PL293B;Procurement;Confidential;.
Lisences;PL293B;Projects;.;.
Lisences;PL293B;Projects;Development projects;.
Lisences;PL293B;Projects;Other;.
Lisences;PL293B;Strategies and plans;.;.
Lisences;PL293B;Strategies and plans;Long term;.
Lisences;PL293B;Strategies and plans;Short term;.
Lisences;PL293B;Reporting;.;.
Lisences;PL293B;Reporting;Monthly reports;.
Lisences;PL293B;Reporting;HSE;.
Lisences;PL293B;Reporting;Projects;.
Lisences;PL293B;Reporting;Production;.
Lisences;PL293B;Reporting;Subsurface;.
Lisences;PL293B;Subsurface;.;.
Lisences;PL293B;Subsurface;Geology and geophysics;.
Lisences;PL293B;Subsurface;Reservoir;.
Lisences;PL293B;Subsurface;Seismic;.
Lisences;PL293B;Subsurface;Wells;.
Lisences;PL293B;Subsurface;Common database;.
Lisences;PL318;.;.;.
Lisences;PL318;Agreements;.;.
Lisences;PL318;Agreements;Commercial;.
Lisences;PL318;Agreements;Ownership;.
Lisences;PL318;Authorities;.;.
Lisences;PL318;Authorities;MPE;.
Lisences;PL318;Authorities;NPD;.
Lisences;PL318;Authorities;PSA;.
Lisences;PL318;Authorities;Other authorities;.
Lisences;PL318;Financial;.;.
Lisences;PL318;Financial;AFE;.
Lisences;PL318;Financial;WPB;.
Lisences;PL318;Financial;Cash calls;.
Lisences;PL318;Financial;Estimates;.
Lisences;PL318;Financial;Insurance;.
Lisences;PL318;Financial;Lease accounting;.
Lisences;PL318;Financial;Joint interest billing;.
Lisences;PL318;Financial;RNB;.
Lisences;PL318;Financial;Annual status report;.
Lisences;PL318;General information;.;.
Lisences;PL318;General information;Miscellaneous;.
Lisences;PL318;General information;Miscellaneous;Deleted documents
Lisences;PL318;General information;Miscellaneous;To be deleted
Lisences;PL318;General information;3rd party information;.
Lisences;PL318;General information;4th party information;.
Lisences;PL318;General information;4th party information;Publications
Lisences;PL318;General information;5th party information;.
Lisences;PL318;General information;5th party information;Press releases
Lisences;PL318;HSEQ;.;.
Lisences;PL318;HSEQ;Audits;.
Lisences;PL318;HSEQ;Incidents;.
Lisences;PL318;HSEQ;Plans and policies;.
Lisences;PL318;HSEQ;Statistics;.
Lisences;PL318;HSEQ;Studies;.
Lisences;PL318;Limited;.;.
Lisences;PL318;Limited;Operator - Partner only;.
Lisences;PL318;Limited;Operator only;.
Lisences;PL318;Meetings;.;.
Lisences;PL318;Procurement;.;.
Lisences;PL318;Procurement;Administration;.
Lisences;PL318;Procurement;Confidential;.
Lisences;PL318;Projects;.;.
Lisences;PL318;Projects;Development projects;.
Lisences;PL318;Projects;Other;.
Lisences;PL318;Strategies and plans;.;.
Lisences;PL318;Strategies and plans;Long term;.
Lisences;PL318;Strategies and plans;Short term;.
Lisences;PL318;Reporting;.;.
Lisences;PL318;Reporting;Monthly reports;.
Lisences;PL318;Reporting;HSE;.
Lisences;PL318;Reporting;Projects;.
Lisences;PL318;Reporting;Production;.
Lisences;PL318;Reporting;Subsurface;.
Lisences;PL318;Subsurface;.;.
Lisences;PL318;Subsurface;Geology and geophysics;.
Lisences;PL318;Subsurface;Reservoir;.
Lisences;PL318;Subsurface;Seismic;.
Lisences;PL318;Subsurface;Wells;.
Lisences;PL318;Subsurface;Common database;.
Lisences;PL373S;.;.;.
Lisences;PL373S;Agreements;.;.
Lisences;PL373S;Agreements;Commercial;.
Lisences;PL373S;Agreements;Ownership;.
Lisences;PL373S;Authorities;.;.
Lisences;PL373S;Authorities;MPE;.
Lisences;PL373S;Authorities;NPD;.
Lisences;PL373S;Authorities;PSA;.
Lisences;PL373S;Authorities;Other authorities;.
Lisences;PL373S;Financial;.;.
Lisences;PL373S;Financial;AFE;.
Lisences;PL373S;Financial;WPB;.
Lisences;PL373S;Financial;Cash calls;.
Lisences;PL373S;Financial;Estimates;.
Lisences;PL373S;Financial;Insurance;.
Lisences;PL373S;Financial;Lease accounting;.
Lisences;PL373S;Financial;Joint interest billing;.
Lisences;PL373S;Financial;RNB;.
Lisences;PL373S;Financial;Annual status report;.
Lisences;PL373S;General information;.;.
Lisences;PL373S;General information;Miscellaneous;.
Lisences;PL373S;General information;Miscellaneous;Deleted documents
Lisences;PL373S;General information;Miscellaneous;To be deleted
Lisences;PL373S;General information;3rd party information;.
Lisences;PL373S;General information;4th party information;.
Lisences;PL373S;General information;4th party information;Publications
Lisences;PL373S;General information;5th party information;.
Lisences;PL373S;General information;5th party information;Press releases
Lisences;PL373S;HSEQ;.;.
Lisences;PL373S;HSEQ;Audits;.
Lisences;PL373S;HSEQ;Incidents;.
Lisences;PL373S;HSEQ;Plans and policies;.
Lisences;PL373S;HSEQ;Statistics;.
Lisences;PL373S;HSEQ;Studies;.
Lisences;PL373S;Limited;.;.
Lisences;PL373S;Limited;Operator - Partner only;.
Lisences;PL373S;Limited;Operator only;.
Lisences;PL373S;Meetings;.;.
Lisences;PL373S;Procurement;.;.
Lisences;PL373S;Procurement;Administration;.
Lisences;PL373S;Procurement;Confidential;.
Lisences;PL373S;Projects;.;.
Lisences;PL373S;Projects;Development projects;.
Lisences;PL373S;Projects;Other;.
Lisences;PL373S;Strategies and plans;.;.
Lisences;PL373S;Strategies and plans;Long term;.
Lisences;PL373S;Strategies and plans;Short term;.
Lisences;PL373S;Reporting;.;.
Lisences;PL373S;Reporting;Monthly reports;.
Lisences;PL373S;Reporting;HSE;.
Lisences;PL373S;Reporting;Projects;.
Lisences;PL373S;Reporting;Production;.
Lisences;PL373S;Reporting;Subsurface;.
Lisences;PL373S;Subsurface;.;.
Lisences;PL373S;Subsurface;Geology and geophysics;.
Lisences;PL373S;Subsurface;Reservoir;.
Lisences;PL373S;Subsurface;Seismic;.
Lisences;PL373S;Subsurface;Wells;.
Lisences;PL373S;Subsurface;Common database;.
Lisences;PL537;.;.;.
Lisences;PL537;Agreements;.;.
Lisences;PL537;Agreements;Commercial;.
Lisences;PL537;Agreements;Ownership;.
Lisences;PL537;Authorities;.;.
Lisences;PL537;Authorities;MPE;.
Lisences;PL537;Authorities;NPD;.
Lisences;PL537;Authorities;PSA;.
Lisences;PL537;Authorities;Other authorities;.
Lisences;PL537;Financial;.;.
Lisences;PL537;Financial;AFE;.
Lisences;PL537;Financial;WPB;.
Lisences;PL537;Financial;Cash calls;.
Lisences;PL537;Financial;Estimates;.
Lisences;PL537;Financial;Insurance;.
Lisences;PL537;Financial;Lease accounting;.
Lisences;PL537;Financial;Joint interest billing;.
Lisences;PL537;Financial;RNB;.
Lisences;PL537;Financial;Annual status report;.
Lisences;PL537;General information;.;.
Lisences;PL537;General information;Miscellaneous;.
Lisences;PL537;General information;Miscellaneous;Deleted documents
Lisences;PL537;General information;Miscellaneous;To be deleted
Lisences;PL537;General information;3rd party information;.
Lisences;PL537;General information;4th party information;.
Lisences;PL537;General information;4th party information;Publications
Lisences;PL537;General information;5th party information;.
Lisences;PL537;General information;5th party information;Press releases
Lisences;PL537;HSEQ;.;.
Lisences;PL537;HSEQ;Audits;.
Lisences;PL537;HSEQ;Incidents;.
Lisences;PL537;HSEQ;Plans and policies;.
Lisences;PL537;HSEQ;Statistics;.
Lisences;PL537;HSEQ;Studies;.
Lisences;PL537;Limited;.;.
Lisences;PL537;Limited;Operator - Partner only;.
Lisences;PL537;Limited;Operator only;.
Lisences;PL537;Meetings;.;.
Lisences;PL537;Procurement;.;.
Lisences;PL537;Procurement;Administration;.
Lisences;PL537;Procurement;Confidential;.
Lisences;PL537;Projects;.;.
Lisences;PL537;Projects;Development projects;.
Lisences;PL537;Projects;Other;.
Lisences;PL537;Strategies and plans;.;.
Lisences;PL537;Strategies and plans;Long term;.
Lisences;PL537;Strategies and plans;Short term;.
Lisences;PL537;Reporting;.;.
Lisences;PL537;Reporting;Monthly reports;.
Lisences;PL537;Reporting;HSE;.
Lisences;PL537;Reporting;Projects;.
Lisences;PL537;Reporting;Production;.
Lisences;PL537;Reporting;Subsurface;.
Lisences;PL537;Subsurface;.;.
Lisences;PL537;Subsurface;Geology and geophysics;.
Lisences;PL537;Subsurface;Reservoir;.
Lisences;PL537;Subsurface;Seismic;.
Lisences;PL537;Subsurface;Wells;.
Lisences;PL537;Subsurface;Common database;.
Lisences;PL609;.;.;.
Lisences;PL609;Agreements;.;.
Lisences;PL609;Agreements;Commercial;.
Lisences;PL609;Agreements;Ownership;.
Lisences;PL609;Authorities;.;.
Lisences;PL609;Authorities;MPE;.
Lisences;PL609;Authorities;NPD;.
Lisences;PL609;Authorities;PSA;.
Lisences;PL609;Authorities;Other authorities;.
Lisences;PL609;Financial;.;.
Lisences;PL609;Financial;AFE;.
Lisences;PL609;Financial;WPB;.
Lisences;PL609;Financial;Cash calls;.
Lisences;PL609;Financial;Estimates;.
Lisences;PL609;Financial;Insurance;.
Lisences;PL609;Financial;Lease accounting;.
Lisences;PL609;Financial;Joint interest billing;.
Lisences;PL609;Financial;RNB;.
Lisences;PL609;Financial;Annual status report;.
Lisences;PL609;General information;.;.
Lisences;PL609;General information;Miscellaneous;.
Lisences;PL609;General information;Miscellaneous;Deleted documents
Lisences;PL609;General information;Miscellaneous;To be deleted
Lisences;PL609;General information;3rd party information;.
Lisences;PL609;General information;4th party information;.
Lisences;PL609;General information;4th party information;Publications
Lisences;PL609;General information;5th party information;.
Lisences;PL609;General information;5th party information;Press releases
Lisences;PL609;HSEQ;.;.
Lisences;PL609;HSEQ;Audits;.
Lisences;PL609;HSEQ;Incidents;.
Lisences;PL609;HSEQ;Plans and policies;.
Lisences;PL609;HSEQ;Statistics;.
Lisences;PL609;HSEQ;Studies;.
Lisences;PL609;Limited;.;.
Lisences;PL609;Limited;Operator - Partner only;.
Lisences;PL609;Limited;Operator only;.
Lisences;PL609;Meetings;.;.
Lisences;PL609;Procurement;.;.
Lisences;PL609;Procurement;Administration;.
Lisences;PL609;Procurement;Confidential;.
Lisences;PL609;Projects;.;.
Lisences;PL609;Projects;Development projects;.
Lisences;PL609;Projects;Other;.
Lisences;PL609;Strategies and plans;.;.
Lisences;PL609;Strategies and plans;Long term;.
Lisences;PL609;Strategies and plans;Short term;.
Lisences;PL609;Reporting;.;.
Lisences;PL609;Reporting;Monthly reports;.
Lisences;PL609;Reporting;HSE;.
Lisences;PL609;Reporting;Projects;.
Lisences;PL609;Reporting;Production;.
Lisences;PL609;Reporting;Subsurface;.
Lisences;PL609;Subsurface;.;.
Lisences;PL609;Subsurface;Geology and geophysics;.
Lisences;PL609;Subsurface;Reservoir;.
Lisences;PL609;Subsurface;Seismic;.
Lisences;PL609;Subsurface;Wells;.
Lisences;PL609;Subsurface;Common database;.
Lisences;PL609C;.;.;.
Lisences;PL609C;Agreements;.;.
Lisences;PL609C;Agreements;Commercial;.
Lisences;PL609C;Agreements;Ownership;.
Lisences;PL609C;Authorities;.;.
Lisences;PL609C;Authorities;MPE;.
Lisences;PL609C;Authorities;NPD;.
Lisences;PL609C;Authorities;PSA;.
Lisences;PL609C;Authorities;Other authorities;.
Lisences;PL609C;Financial;.;.
Lisences;PL609C;Financial;AFE;.
Lisences;PL609C;Financial;WPB;.
Lisences;PL609C;Financial;Cash calls;.
Lisences;PL609C;Financial;Estimates;.
Lisences;PL609C;Financial;Insurance;.
Lisences;PL609C;Financial;Lease accounting;.
Lisences;PL609C;Financial;Joint interest billing;.
Lisences;PL609C;Financial;RNB;.
Lisences;PL609C;Financial;Annual status report;.
Lisences;PL609C;General information;.;.
Lisences;PL609C;General information;Miscellaneous;.
Lisences;PL609C;General information;Miscellaneous;Deleted documents
Lisences;PL609C;General information;Miscellaneous;To be deleted
Lisences;PL609C;General information;3rd party information;.
Lisences;PL609C;General information;4th party information;.
Lisences;PL609C;General information;4th party information;Publications
Lisences;PL609C;General information;5th party information;.
Lisences;PL609C;General information;5th party information;Press releases
Lisences;PL609C;HSEQ;.;.
Lisences;PL609C;HSEQ;Audits;.
Lisences;PL609C;HSEQ;Incidents;.
Lisences;PL609C;HSEQ;Plans and policies;.
Lisences;PL609C;HSEQ;Statistics;.
Lisences;PL609C;HSEQ;Studies;.
Lisences;PL609C;Limited;.;.
Lisences;PL609C;Limited;Operator - Partner only;.
Lisences;PL609C;Limited;Operator only;.
Lisences;PL609C;Meetings;.;.
Lisences;PL609C;Procurement;.;.
Lisences;PL609C;Procurement;Administration;.
Lisences;PL609C;Procurement;Confidential;.
Lisences;PL609C;Projects;.;.
Lisences;PL609C;Projects;Development projects;.
Lisences;PL609C;Projects;Other;.
Lisences;PL609C;Strategies and plans;.;.
Lisences;PL609C;Strategies and plans;Long term;.
Lisences;PL609C;Strategies and plans;Short term;.
Lisences;PL609C;Reporting;.;.
Lisences;PL609C;Reporting;Monthly reports;.
Lisences;PL609C;Reporting;HSE;.
Lisences;PL609C;Reporting;Projects;.
Lisences;PL609C;Reporting;Production;.
Lisences;PL609C;Reporting;Subsurface;.
Lisences;PL609C;Subsurface;.;.
Lisences;PL609C;Subsurface;Geology and geophysics;.
Lisences;PL609C;Subsurface;Reservoir;.
Lisences;PL609C;Subsurface;Seismic;.
Lisences;PL609C;Subsurface;Wells;.
Lisences;PL609C;Subsurface;Common database;.
Lisences;PL636;.;.;.
Lisences;PL636;Agreements;.;.
Lisences;PL636;Agreements;Commercial;.
Lisences;PL636;Agreements;Ownership;.
Lisences;PL636;Authorities;.;.
Lisences;PL636;Authorities;MPE;.
Lisences;PL636;Authorities;NPD;.
Lisences;PL636;Authorities;PSA;.
Lisences;PL636;Authorities;Other authorities;.
Lisences;PL636;Financial;.;.
Lisences;PL636;Financial;AFE;.
