K1 ;K2;K3;K4;K5
Lisences;BA_SYGNA;Strategies and plans;.;.
Lisences;BA_SYGNA;Strategies and plans;Long term;.
Lisences;BA_SYGNA;Strategies and plans;Short term;.
Lisences;BA_SYGNA;Reporting;.;.
Lisences;BA_SYGNA;Reporting;Monthly reports;.
Lisences;BA_SYGNA;Reporting;HSE;.
Lisences;BA_SYGNA;Reporting;Projects;.
Lisences;BA_SYGNA;Reporting;Production;.
Lisences;BA_SYGNA;Reporting;Subsurface;.
Lisences;BA_SYGNA;Subsurface;.;.
Lisences;BA_SYGNA;Subsurface;Geology and geophysics;.
Lisences;BA_SYGNA;Subsurface;Reservoir;.
Lisences;BA_SYGNA;Subsurface;Seismic;.
Lisences;BA_SYGNA;Subsurface;Wells;.
Lisences;BA_SYGNA;Subsurface;Common database;.
Lisences;BA_VEGA;.;.;.
Lisences;BA_VEGA;Agreements;.;.
Lisences;BA_VEGA;Agreements;Commercial;.
Lisences;BA_VEGA;Agreements;Ownership;.
Lisences;BA_VEGA;Authorities;.;.
Lisences;BA_VEGA;Authorities;MPE;.
Lisences;BA_VEGA;Authorities;NPD;.
Lisences;BA_VEGA;Authorities;PSA;.
Lisences;BA_VEGA;Authorities;Other authorities;.
Lisences;BA_VEGA;Financial;.;.
Lisences;BA_VEGA;Financial;AFE;.
Lisences;BA_VEGA;Financial;WPB;.
Lisences;BA_VEGA;Financial;Cash calls;.
Lisences;BA_VEGA;Financial;Estimates;.
Lisences;BA_VEGA;Financial;Insurance;.
Lisences;BA_VEGA;Financial;Lease accounting;.
Lisences;BA_VEGA;Financial;Joint interest billing;.
Lisences;BA_VEGA;Financial;RNB;.
Lisences;BA_VEGA;Financial;Annual status report;.
Lisences;BA_VEGA;General information;.;.
Lisences;BA_VEGA;General information;Miscellaneous;.
Lisences;BA_VEGA;General information;Miscellaneous;Deleted documents
Lisences;BA_VEGA;General information;Miscellaneous;To be deleted
Lisences;BA_VEGA;General information;3rd party information;.
Lisences;BA_VEGA;General information;4th party information;.
Lisences;BA_VEGA;General information;4th party information;Publications
Lisences;BA_VEGA;General information;5th party information;.
Lisences;BA_VEGA;General information;5th party information;Press releases
Lisences;BA_VEGA;HSEQ;.;.
Lisences;BA_VEGA;HSEQ;Audits;.
Lisences;BA_VEGA;HSEQ;Incidents;.
Lisences;BA_VEGA;HSEQ;Plans and policies;.
Lisences;BA_VEGA;HSEQ;Statistics;.
Lisences;BA_VEGA;HSEQ;Studies;.
Lisences;BA_VEGA;Limited;.;.
Lisences;BA_VEGA;Limited;Operator - Partner only;.
Lisences;BA_VEGA;Limited;Operator only;.
Lisences;BA_VEGA;Meetings;.;.
Lisences;BA_VEGA;Procurement;.;.
Lisences;BA_VEGA;Procurement;Administration;.
Lisences;BA_VEGA;Procurement;Confidential;.
Lisences;BA_VEGA;Projects;.;.
Lisences;BA_VEGA;Projects;Development projects;.
Lisences;BA_VEGA;Projects;Other;.
Lisences;BA_VEGA;Strategies and plans;.;.
Lisences;BA_VEGA;Strategies and plans;Long term;.
Lisences;BA_VEGA;Strategies and plans;Short term;.
Lisences;BA_VEGA;Reporting;.;.
Lisences;BA_VEGA;Reporting;Monthly reports;.
Lisences;BA_VEGA;Reporting;HSE;.
Lisences;BA_VEGA;Reporting;Projects;.
Lisences;BA_VEGA;Reporting;Production;.
Lisences;BA_VEGA;Reporting;Subsurface;.
Lisences;BA_VEGA;Subsurface;.;.
Lisences;BA_VEGA;Subsurface;Geology and geophysics;.
Lisences;BA_VEGA;Subsurface;Reservoir;.
Lisences;BA_VEGA;Subsurface;Seismic;.
Lisences;BA_VEGA;Subsurface;Wells;.
Lisences;BA_VEGA;Subsurface;Common database;.
Lisences;TL_Knarr_Gas_Pipeline;.;.;.
Lisences;TL_Knarr_Gas_Pipeline;Agreements;.;.
Lisences;TL_Knarr_Gas_Pipeline;Agreements;Commercial;.
Lisences;TL_Knarr_Gas_Pipeline;Agreements;Ownership;.
Lisences;TL_Knarr_Gas_Pipeline;Authorities;.;.
Lisences;TL_Knarr_Gas_Pipeline;Authorities;MPE;.
Lisences;TL_Knarr_Gas_Pipeline;Authorities;NPD;.
Lisences;TL_Knarr_Gas_Pipeline;Authorities;PSA;.
Lisences;TL_Knarr_Gas_Pipeline;Authorities;Other authorities;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;.;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;AFE;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;WPB;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;Cash calls;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;Estimates;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;Insurance;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;Lease accounting;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;Joint interest billing;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;RNB;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;Annual status report;.
Lisences;TL_Knarr_Gas_Pipeline;General information;.;.
Lisences;TL_Knarr_Gas_Pipeline;General information;Miscellaneous;.
Lisences;TL_Knarr_Gas_Pipeline;General information;Miscellaneous;Deleted documents
Lisences;TL_Knarr_Gas_Pipeline;General information;Miscellaneous;To be deleted
Lisences;TL_Knarr_Gas_Pipeline;General information;3rd party information;.
Lisences;TL_Knarr_Gas_Pipeline;General information;4th party information;.
Lisences;TL_Knarr_Gas_Pipeline;General information;4th party information;Publications
Lisences;TL_Knarr_Gas_Pipeline;General information;5th party information;.
Lisences;TL_Knarr_Gas_Pipeline;General information;5th party information;Press releases
Lisences;TL_Knarr_Gas_Pipeline;HSEQ;.;.
Lisences;TL_Knarr_Gas_Pipeline;HSEQ;Audits;.
Lisences;TL_Knarr_Gas_Pipeline;HSEQ;Incidents;.
Lisences;TL_Knarr_Gas_Pipeline;HSEQ;Plans and policies;.
Lisences;TL_Knarr_Gas_Pipeline;HSEQ;Statistics;.
Lisences;TL_Knarr_Gas_Pipeline;HSEQ;Studies;.
Lisences;TL_Knarr_Gas_Pipeline;Limited;.;.
Lisences;TL_Knarr_Gas_Pipeline;Limited;Operator - Partner only;.
Lisences;TL_Knarr_Gas_Pipeline;Limited;Operator only;.
Lisences;TL_Knarr_Gas_Pipeline;Meetings;.;.
Lisences;TL_Knarr_Gas_Pipeline;Procurement;.;.
Lisences;TL_Knarr_Gas_Pipeline;Procurement;Administration;.
Lisences;TL_Knarr_Gas_Pipeline;Procurement;Confidential;.
Lisences;TL_Knarr_Gas_Pipeline;Projects;.;.
Lisences;TL_Knarr_Gas_Pipeline;Projects;Development projects;.
Lisences;TL_Knarr_Gas_Pipeline;Projects;Other;.
Lisences;TL_Knarr_Gas_Pipeline;Strategies and plans;.;.
Lisences;TL_Knarr_Gas_Pipeline;Strategies and plans;Long term;.
Lisences;TL_Knarr_Gas_Pipeline;Strategies and plans;Short term;.
Lisences;TL_Knarr_Gas_Pipeline;Reporting;.;.
Lisences;TL_Knarr_Gas_Pipeline;Reporting;Monthly reports;.
Lisences;TL_Knarr_Gas_Pipeline;Reporting;HSE;.
Lisences;TL_Knarr_Gas_Pipeline;Reporting;Projects;.
Lisences;TL_Knarr_Gas_Pipeline;Reporting;Production;.
Lisences;TL_Knarr_Gas_Pipeline;Reporting;Subsurface;.
Lisences;TL_Knarr_Gas_Pipeline;Subsurface;.;.
Lisences;TL_Knarr_Gas_Pipeline;Subsurface;Geology and geophysics;.
Lisences;TL_Knarr_Gas_Pipeline;Subsurface;Reservoir;.
Lisences;TL_Knarr_Gas_Pipeline;Subsurface;Seismic;.
Lisences;TL_Knarr_Gas_Pipeline;Subsurface;Wells;.
Lisences;TL_Knarr_Gas_Pipeline;Subsurface;Common database;.
Lisences;TL_OF;.;.;.
Lisences;TL_OF;Agreements;.;.
Lisences;TL_OF;Agreements;Commercial;.
Lisences;TL_OF;Agreements;Ownership;.
Lisences;TL_OF;Authorities;.;.
Lisences;TL_OF;Authorities;MPE;.
Lisences;TL_OF;Authorities;NPD;.
Lisences;TL_OF;Authorities;PSA;.
Lisences;TL_OF;Authorities;Other authorities;.
Lisences;TL_OF;Financial;.;.
Lisences;TL_OF;Financial;AFE;.
Lisences;TL_OF;Financial;WPB;.
Lisences;TL_OF;Financial;Cash calls;.
Lisences;TL_OF;Financial;Estimates;.
Lisences;TL_OF;Financial;Insurance;.
Lisences;TL_OF;Financial;Lease accounting;.
Lisences;TL_OF;Financial;Joint interest billing;.
Lisences;TL_OF;Financial;RNB;.
Lisences;TL_OF;Financial;Annual status report;.
Lisences;TL_OF;General information;.;.
Lisences;TL_OF;General information;Miscellaneous;.
Lisences;TL_OF;General information;Miscellaneous;Deleted documents
Lisences;TL_OF;General information;Miscellaneous;To be deleted
Lisences;TL_OF;General information;3rd party information;.
Lisences;TL_OF;General information;4th party information;.
Lisences;TL_OF;General information;4th party information;Publications
Lisences;TL_OF;General information;5th party information;.
Lisences;TL_OF;General information;5th party information;Press releases
Lisences;TL_OF;HSEQ;.;.
Lisences;TL_OF;HSEQ;Audits;.
Lisences;TL_OF;HSEQ;Incidents;.
Lisences;TL_OF;HSEQ;Plans and policies;.
Lisences;TL_OF;HSEQ;Statistics;.
Lisences;TL_OF;HSEQ;Studies;.
Lisences;TL_OF;Limited;.;.
Lisences;TL_OF;Limited;Operator - Partner only;.
Lisences;TL_OF;Limited;Operator only;.
Lisences;TL_OF;Meetings;.;.
Lisences;TL_OF;Procurement;.;.
Lisences;TL_OF;Procurement;Administration;.
Lisences;TL_OF;Procurement;Confidential;.
Lisences;TL_OF;Projects;.;.
Lisences;TL_OF;Projects;Development projects;.
Lisences;TL_OF;Projects;Other;.
Lisences;TL_OF;Strategies and plans;.;.
Lisences;TL_OF;Strategies and plans;Long term;.
Lisences;TL_OF;Strategies and plans;Short term;.
Lisences;TL_OF;Reporting;.;.
Lisences;TL_OF;Reporting;Monthly reports;.
Lisences;TL_OF;Reporting;HSE;.
Lisences;TL_OF;Reporting;Projects;.
Lisences;TL_OF;Reporting;Production;.
Lisences;TL_OF;Reporting;Subsurface;.
Lisences;TL_OF;Subsurface;.;.
Lisences;TL_OF;Subsurface;Geology and geophysics;.
Lisences;TL_OF;Subsurface;Reservoir;.
Lisences;TL_OF;Subsurface;Seismic;.
Lisences;TL_OF;Subsurface;Wells;.
Lisences;TL_OF;Subsurface;Common database;.
